0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/04,Jueves,254,292,273
30/04,Viernes,281,323,302
3/05,Lunes,279,321,300
4/05,Martes,260,300,280
5/05,Miércoles,249,287,268
6/05,Jueves,245,281,263
7/05,Viernes,242,278,260
10/05,Lunes,242,278,260
11/05,Martes,231,265,248
12/05,Miércoles,210,242,226
13/05,Jueves,205,235,220
14/05,Viernes,220,254,237
17/05,Lunes,226,260,243
18/05,Martes,236,272,254
19/05,Miércoles,259,297,278
20/05,Jueves,250,288,269
21/05,Viernes,246,284,265
24/05,Lunes,286,328,307
25/05,Martes,279,321,300
26/05,Miércoles,288,332,310
27/05,Jueves,267,307,287
28/05,Viernes,286,328,307
31/05,Lunes,312,360,336
1/06,Martes,324,372,348
