0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/04,Martes,233,268,250
21/04,Miércoles,212,244,228
22/04,Jueves,206,238,222
23/04,Viernes,223,257,240
26/04,Lunes,229,263,246
27/04,Martes,239,275,257
28/04,Miércoles,261,301,281
29/04,Jueves,253,291,272
30/04,Viernes,249,287,268
3/05,Lunes,288,332,310
4/05,Martes,282,324,303
5/05,Miércoles,291,335,313
6/05,Jueves,270,310,290
7/05,Viernes,288,332,310
10/05,Lunes,315,363,339
11/05,Martes,326,376,351
12/05,Miércoles,301,347,324
13/05,Jueves,315,363,339
14/05,Viernes,325,373,349
17/05,Lunes,326,376,351
18/05,Martes,330,380,355
19/05,Miércoles,347,399,373
20/05,Jueves,347,399,373
21/05,Viernes,348,400,374
