0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/05,Lunes,262,302,282
4/05,Martes,279,321,300
5/05,Miércoles,275,317,296
6/05,Jueves,274,316,295
7/05,Viernes,288,332,310
10/05,Lunes,319,367,343
11/05,Martes,317,365,341
12/05,Miércoles,296,340,318
13/05,Jueves,283,325,304
14/05,Viernes,277,319,298
17/05,Lunes,273,315,294
18/05,Martes,273,315,294
19/05,Miércoles,260,300,280
20/05,Jueves,237,273,255
21/05,Viernes,232,266,249
24/05,Lunes,250,288,269
25/05,Martes,257,295,276
26/05,Miércoles,268,308,288
27/05,Jueves,293,337,315
28/05,Viernes,284,326,305
31/05,Lunes,279,321,300
1/06,Martes,323,371,347
2/06,Miércoles,315,363,339
3/06,Jueves,326,375,350
