0,1,2,3,4
Fecha,Día,Min,Máx,Precio
19/07,Lunes,111,127,119
20/07,Martes,110,126,118
21/07,Miércoles,105,121,113
22/07,Jueves,100,116,108
23/07,Viernes,100,116,108
26/07,Lunes,99,113,106
27/07,Martes,98,112,105
28/07,Miércoles,98,112,105
29/07,Jueves,98,112,105
30/07,Viernes,100,114,107
2/08,Lunes,96,110,103
3/08,Martes,95,109,102
4/08,Miércoles,96,110,103
5/08,Jueves,91,105,98
6/08,Viernes,94,108,101
9/08,Lunes,96,110,103
10/08,Martes,96,110,103
11/08,Miércoles,91,105,98
12/08,Jueves,91,105,98
13/08,Viernes,96,110,103
16/08,Lunes,100,114,107
17/08,Martes,104,120,112
18/08,Miércoles,105,121,113
19/08,Jueves,98,112,105
