0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/08,Lunes,172,198,185
31/08,Martes,163,187,175
1/09,Miércoles,166,192,179
2/09,Jueves,154,178,166
3/09,Viernes,155,179,167
6/09,Lunes,161,185,173
7/09,Martes,157,181,169
8/09,Miércoles,165,189,177
9/09,Jueves,173,199,186
10/09,Viernes,171,197,184
13/09,Lunes,162,186,174
14/09,Martes,156,180,168
15/09,Miércoles,158,182,170
16/09,Jueves,157,181,169
17/09,Viernes,175,201,188
20/09,Lunes,169,195,182
21/09,Martes,175,201,188
22/09,Miércoles,174,200,187
23/09,Jueves,193,223,208
24/09,Viernes,185,213,199
27/09,Lunes,195,225,210
28/09,Martes,201,231,216
29/09,Miércoles,203,233,218
30/09,Jueves,209,241,225
