0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/04,Miércoles,225,259,242
8/04,Jueves,233,269,251
9/04,Viernes,216,248,232
12/04,Lunes,225,259,242
13/04,Martes,232,266,249
14/04,Miércoles,233,268,250
15/04,Jueves,235,271,253
16/04,Viernes,247,285,266
19/04,Lunes,247,285,266
20/04,Martes,248,286,267
21/04,Miércoles,266,306,286
22/04,Jueves,259,299,279
23/04,Viernes,246,282,264
26/04,Lunes,246,282,264
27/04,Martes,233,269,251
28/04,Miércoles,228,262,245
29/04,Jueves,228,262,245
30/04,Viernes,229,263,246
3/05,Lunes,221,255,238
4/05,Martes,226,260,243
5/05,Miércoles,227,261,244
6/05,Jueves,213,245,229
7/05,Viernes,202,232,217
10/05,Lunes,210,242,226
