0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/07,Miércoles,95,109,102
22/07,Jueves,90,104,97
23/07,Viernes,89,103,96
26/07,Lunes,88,102,95
27/07,Martes,85,97,91
28/07,Miércoles,81,93,87
29/07,Jueves,81,93,87
30/07,Viernes,80,92,86
2/08,Lunes,80,92,86
3/08,Martes,80,92,86
4/08,Miércoles,80,92,86
5/08,Jueves,82,94,88
6/08,Viernes,79,91,85
9/08,Lunes,78,90,84
10/08,Martes,79,91,85
11/08,Miércoles,75,87,81
12/08,Jueves,78,90,84
13/08,Viernes,80,92,86
16/08,Lunes,80,92,86
17/08,Martes,76,88,82
18/08,Miércoles,76,88,82
19/08,Jueves,80,92,86
20/08,Viernes,83,95,89
23/08,Lunes,86,100,93
