0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/05,Martes,243,279,261
5/05,Miércoles,247,285,266
6/05,Jueves,263,303,283
7/05,Viernes,259,299,279
10/05,Lunes,259,297,278
11/05,Martes,272,312,292
12/05,Miércoles,300,346,323
13/05,Jueves,299,343,321
14/05,Viernes,278,320,299
17/05,Lunes,266,306,286
18/05,Martes,260,300,280
19/05,Miércoles,258,296,277
20/05,Jueves,258,296,277
21/05,Viernes,246,282,264
24/05,Lunes,223,257,240
25/05,Martes,218,250,234
26/05,Miércoles,234,270,252
27/05,Jueves,241,277,259
28/05,Viernes,251,289,270
31/05,Lunes,274,316,295
1/06,Martes,266,306,286
2/06,Miércoles,262,302,282
3/06,Jueves,304,350,327
4/06,Viernes,297,341,319
