0,1,2,3,4
Fecha,Día,Min,Máx,Precio
5/07,Lunes,126,146,136
6/07,Martes,120,138,129
7/07,Miércoles,120,138,129
8/07,Jueves,126,144,135
9/07,Viernes,130,150,140
12/07,Lunes,136,156,146
13/07,Martes,138,158,148
14/07,Miércoles,128,148,138
15/07,Jueves,134,154,144
16/07,Viernes,144,166,155
19/07,Lunes,139,159,149
20/07,Martes,116,134,125
21/07,Miércoles,118,136,127
22/07,Jueves,115,133,124
23/07,Viernes,108,124,116
26/07,Lunes,108,124,116
27/07,Martes,102,118,110
28/07,Miércoles,100,114,107
29/07,Jueves,105,121,113
30/07,Viernes,111,127,119
2/08,Lunes,110,126,118
3/08,Martes,106,122,114
4/08,Miércoles,103,119,111
5/08,Jueves,111,127,119
