0,1,2,3,4
Fecha,Día,Min,Máx,Precio
16/09,Jueves,182,210,196
17/09,Viernes,186,214,200
20/09,Lunes,182,210,196
21/09,Martes,187,215,201
22/09,Miércoles,192,220,206
23/09,Jueves,185,213,199
24/09,Viernes,186,214,200
27/09,Lunes,188,216,202
28/09,Martes,158,182,170
29/09,Miércoles,150,172,161
30/09,Jueves,165,189,177
1/10,Viernes,164,188,176
4/10,Lunes,190,218,204
5/10,Martes,193,221,207
6/10,Miércoles,203,233,218
7/10,Jueves,208,240,224
8/10,Viernes,200,230,215
11/10,Lunes,199,229,214
12/10,Martes,198,228,213
13/10,Miércoles,208,240,224
14/10,Jueves,196,226,211
15/10,Viernes,201,231,216
18/10,Lunes,186,214,200
19/10,Martes,187,215,201
