0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/04,Jueves,271,311,291
16/04,Viernes,296,340,318
19/04,Lunes,286,330,308
20/04,Martes,282,324,303
21/04,Miércoles,326,376,351
22/04,Jueves,319,367,343
23/04,Viernes,329,379,354
26/04,Lunes,305,351,328
27/04,Martes,326,376,351
28/04,Miércoles,357,411,384
29/04,Jueves,370,426,398
30/04,Viernes,341,393,367
3/05,Lunes,357,411,384
4/05,Martes,367,423,395
5/05,Miércoles,369,425,397
6/05,Jueves,373,429,401
7/05,Viernes,392,452,422
10/05,Lunes,392,452,422
11/05,Martes,393,453,423
12/05,Miércoles,420,484,452
13/05,Jueves,409,471,440
14/05,Viernes,388,446,417
17/05,Lunes,388,446,417
18/05,Martes,368,424,396
