0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/07,Martes,120,138,129
28/07,Miércoles,122,140,131
29/07,Jueves,126,144,135
30/07,Viernes,129,149,139
2/08,Lunes,141,163,152
3/08,Martes,134,154,144
4/08,Miércoles,127,147,137
5/08,Jueves,126,146,136
6/08,Viernes,126,144,135
9/08,Lunes,121,139,130
10/08,Martes,116,134,125
11/08,Miércoles,116,134,125
12/08,Jueves,114,132,123
13/08,Viernes,113,131,122
16/08,Lunes,113,131,122
17/08,Martes,113,131,122
18/08,Miércoles,115,133,124
19/08,Jueves,111,127,119
20/08,Viernes,110,126,118
23/08,Lunes,111,127,119
24/08,Martes,105,121,113
25/08,Miércoles,109,125,117
26/08,Jueves,112,128,120
27/08,Viernes,112,128,120
