0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/10,Miércoles,186,214,200
28/10,Jueves,191,219,205
29/10,Viernes,185,213,199
1/11,Lunes,191,219,205
2/11,Martes,185,213,199
3/11,Miércoles,176,202,189
4/11,Jueves,193,223,208
5/11,Viernes,197,227,212
8/11,Lunes,199,229,214
9/11,Martes,197,227,212
10/11,Miércoles,193,223,208
11/11,Jueves,203,233,218
12/11,Viernes,206,238,222
15/11,Lunes,212,244,228
16/11,Martes,204,234,219
17/11,Miércoles,208,240,224
18/11,Jueves,203,233,218
19/11,Viernes,207,239,223
22/11,Lunes,205,235,220
23/11,Martes,205,235,220
24/11,Miércoles,210,242,226
25/11,Jueves,218,250,234
26/11,Viernes,214,246,230
29/11,Lunes,216,248,232
