0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/05,Miércoles,200,230,215
27/05,Jueves,168,194,181
28/05,Viernes,158,182,170
31/05,Lunes,135,155,145
1/06,Martes,153,175,164
2/06,Miércoles,128,148,138
3/06,Jueves,134,154,144
4/06,Viernes,127,147,137
7/06,Lunes,126,146,136
8/06,Martes,116,134,125
9/06,Miércoles,119,137,128
10/06,Jueves,122,140,131
11/06,Viernes,102,118,110
14/06,Lunes,108,124,116
15/06,Martes,100,114,107
16/06,Miércoles,111,127,119
17/06,Jueves,112,128,120
18/06,Viernes,109,125,117
21/06,Lunes,108,124,116
22/06,Martes,126,144,135
23/06,Miércoles,130,150,140
24/06,Jueves,142,164,153
25/06,Viernes,139,159,149
28/06,Lunes,141,163,152
