0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/08,Lunes,134,154,144
10/08,Martes,141,163,152
11/08,Miércoles,146,168,157
12/08,Jueves,147,169,158
13/08,Viernes,152,174,163
16/08,Lunes,149,171,160
17/08,Martes,150,172,161
18/08,Miércoles,146,168,157
19/08,Jueves,144,166,155
20/08,Viernes,149,171,160
23/08,Lunes,150,172,161
24/08,Martes,156,180,168
25/08,Miércoles,160,184,172
26/08,Jueves,165,189,177
27/08,Viernes,166,192,179
30/08,Lunes,169,195,182
31/08,Martes,174,200,187
1/09,Miércoles,179,205,192
2/09,Jueves,195,225,210
3/09,Viernes,185,213,199
6/09,Lunes,176,202,189
7/09,Martes,175,201,188
8/09,Miércoles,174,200,187
9/09,Jueves,167,193,180
