0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/10,Miércoles,154,178,166
14/10,Jueves,158,182,170
15/10,Viernes,153,177,165
18/10,Lunes,157,181,169
19/10,Martes,154,178,166
20/10,Miércoles,154,178,166
21/10,Jueves,158,182,170
22/10,Viernes,164,188,176
25/10,Lunes,161,185,173
26/10,Martes,163,187,175
27/10,Miércoles,166,190,178
28/10,Jueves,179,207,193
29/10,Viernes,190,218,204
1/11,Lunes,195,225,210
2/11,Martes,189,217,203
3/11,Miércoles,181,209,195
4/11,Jueves,181,209,195
5/11,Viernes,179,207,193
8/11,Lunes,166,192,179
9/11,Martes,169,195,182
10/11,Miércoles,184,212,198
11/11,Jueves,174,200,187
12/11,Viernes,155,179,167
15/11,Lunes,151,173,162
