0,1,2,3,4
Fecha,Día,Min,Máx,Precio
8/09,Miércoles,140,161,150
9/09,Jueves,132,152,142
10/09,Viernes,145,167,156
13/09,Lunes,144,166,155
14/09,Martes,167,193,180
15/09,Miércoles,170,196,183
16/09,Jueves,179,207,193
17/09,Viernes,184,212,198
20/09,Lunes,177,203,190
21/09,Martes,176,202,189
22/09,Miércoles,175,201,188
23/09,Jueves,183,211,197
24/09,Viernes,173,199,186
27/09,Lunes,178,204,191
28/09,Martes,165,189,177
29/09,Miércoles,166,190,178
30/09,Jueves,171,197,184
1/10,Viernes,167,193,180
4/10,Lunes,175,201,188
5/10,Martes,184,212,198
6/10,Miércoles,182,210,196
7/10,Jueves,173,199,186
8/10,Viernes,166,192,179
11/10,Lunes,168,194,181
