0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/09,Lunes,237,273,255
7/09,Martes,236,272,254
8/09,Miércoles,274,316,295
9/09,Jueves,278,320,299
10/09,Viernes,293,337,315
13/09,Lunes,300,346,323
14/09,Martes,288,332,310
15/09,Miércoles,286,330,308
16/09,Jueves,286,328,307
17/09,Viernes,300,346,323
20/09,Lunes,284,326,305
21/09,Martes,291,335,313
22/09,Miércoles,270,310,290
23/09,Jueves,272,312,292
24/09,Viernes,281,323,302
27/09,Lunes,275,317,296
28/09,Martes,288,332,310
29/09,Miércoles,304,350,327
30/09,Jueves,300,346,323
1/10,Viernes,285,327,306
4/10,Lunes,274,316,295
5/10,Martes,277,319,298
6/10,Miércoles,276,318,297
7/10,Jueves,307,353,330
