0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/08,Martes,172,198,185
11/08,Miércoles,165,189,177
12/08,Jueves,174,200,187
13/08,Viernes,179,207,193
16/08,Lunes,180,208,194
17/08,Martes,186,214,200
18/08,Miércoles,182,210,196
19/08,Jueves,183,211,197
20/08,Viernes,179,205,192
23/08,Lunes,177,203,190
24/08,Martes,182,210,196
25/08,Miércoles,183,211,197
26/08,Jueves,191,219,205
27/08,Viernes,195,225,210
30/08,Lunes,201,231,216
31/08,Martes,204,234,219
1/09,Miércoles,206,238,222
2/09,Jueves,212,244,228
3/09,Viernes,218,250,234
6/09,Lunes,238,274,256
7/09,Martes,226,260,243
8/09,Miércoles,214,246,230
9/09,Jueves,213,245,229
10/09,Viernes,212,244,228
