0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/10,Lunes,167,193,180
5/10,Martes,178,204,191
6/10,Miércoles,183,211,197
7/10,Jueves,178,204,191
8/10,Viernes,171,197,184
11/10,Lunes,171,197,184
12/10,Martes,170,196,183
13/10,Miércoles,158,182,170
14/10,Jueves,161,185,173
15/10,Viernes,175,201,188
18/10,Lunes,166,190,178
19/10,Martes,148,170,159
20/10,Miércoles,143,165,154
21/10,Jueves,144,166,155
22/10,Viernes,140,161,150
25/10,Lunes,137,157,147
26/10,Martes,141,163,152
27/10,Miércoles,144,166,155
28/10,Jueves,141,163,152
29/10,Viernes,145,167,156
1/11,Lunes,149,171,160
2/11,Martes,143,165,154
3/11,Miércoles,144,166,155
4/11,Jueves,145,167,156
