0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/06,Lunes,153,177,165
8/06,Martes,158,182,170
9/06,Miércoles,162,186,174
10/06,Jueves,157,181,169
11/06,Viernes,173,199,186
14/06,Lunes,180,208,194
15/06,Martes,166,192,179
16/06,Miércoles,153,175,164
17/06,Jueves,149,171,160
18/06,Viernes,161,185,173
21/06,Lunes,160,184,172
22/06,Martes,186,214,200
23/06,Miércoles,157,181,169
24/06,Jueves,148,170,159
25/06,Viernes,126,146,136
28/06,Lunes,143,165,154
29/06,Martes,120,138,129
30/06,Miércoles,126,144,135
1/07,Jueves,119,137,128
2/07,Viernes,118,136,127
5/07,Lunes,109,125,117
6/07,Martes,112,128,120
7/07,Miércoles,114,132,123
8/07,Jueves,96,110,103
