0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/06,Lunes,156,180,168
22/06,Martes,149,171,160
23/06,Miércoles,145,167,156
24/06,Jueves,153,175,164
25/06,Viernes,161,185,173
28/06,Lunes,160,184,172
29/06,Martes,155,179,167
30/06,Miércoles,152,174,163
1/07,Jueves,163,187,175
2/07,Viernes,162,186,174
5/07,Lunes,149,171,160
6/07,Martes,152,174,163
7/07,Miércoles,147,169,158
8/07,Jueves,136,156,146
9/07,Viernes,140,162,151
12/07,Lunes,144,166,155
13/07,Martes,140,162,151
14/07,Miércoles,154,178,166
15/07,Jueves,161,185,173
16/07,Viernes,149,171,160
19/07,Lunes,136,156,146
20/07,Martes,132,152,142
21/07,Miércoles,143,165,154
22/07,Jueves,142,164,153
