0,1,2,3,4
Fecha,Día,Min,Máx,Precio
17/06,Jueves,147,169,158
18/06,Viernes,143,165,154
21/06,Lunes,151,173,162
22/06,Martes,159,183,171
23/06,Miércoles,158,182,170
24/06,Jueves,153,177,165
25/06,Viernes,150,172,161
28/06,Lunes,161,185,173
29/06,Martes,160,184,172
30/06,Miércoles,147,169,158
1/07,Jueves,150,172,161
2/07,Viernes,145,167,156
5/07,Lunes,134,154,144
6/07,Martes,139,159,149
7/07,Miércoles,142,164,153
8/07,Jueves,139,159,149
9/07,Viernes,153,175,164
12/07,Lunes,159,183,171
13/07,Martes,147,169,158
14/07,Miércoles,134,154,144
15/07,Jueves,130,150,140
16/07,Viernes,141,163,152
19/07,Lunes,140,162,151
20/07,Martes,163,187,175
