0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/06,Lunes,130,150,140
29/06,Martes,140,162,151
30/06,Miércoles,135,155,145
1/07,Jueves,113,131,122
2/07,Viernes,115,133,124
5/07,Lunes,113,129,121
6/07,Martes,105,121,113
7/07,Miércoles,105,121,113
8/07,Jueves,100,114,107
9/07,Viernes,97,111,104
12/07,Lunes,102,118,110
13/07,Martes,108,124,116
14/07,Miércoles,107,123,115
15/07,Jueves,103,119,111
16/07,Viernes,100,116,108
19/07,Lunes,108,124,116
20/07,Martes,107,123,115
21/07,Miércoles,99,113,106
22/07,Jueves,100,116,108
23/07,Viernes,98,112,105
26/07,Lunes,90,104,97
27/07,Martes,93,107,100
28/07,Miércoles,95,109,102
29/07,Jueves,92,106,99
