0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/10,Jueves,167,193,180
8/10,Viernes,165,189,177
11/10,Lunes,166,192,179
12/10,Martes,169,195,182
13/10,Miércoles,183,211,197
14/10,Jueves,194,224,209
15/10,Viernes,200,230,215
18/10,Lunes,193,223,208
19/10,Martes,186,214,200
20/10,Miércoles,186,214,200
21/10,Jueves,184,212,198
22/10,Viernes,171,197,184
25/10,Lunes,174,200,187
26/10,Martes,190,218,204
27/10,Miércoles,179,207,193
28/10,Jueves,160,184,172
29/10,Viernes,155,179,167
1/11,Lunes,157,181,169
2/11,Martes,153,175,164
3/11,Miércoles,150,172,161
4/11,Jueves,154,178,166
5/11,Viernes,157,181,169
8/11,Lunes,153,177,165
9/11,Martes,157,181,169
