0,1,2,3,4
Fecha,Día,Min,Máx,Precio
19/04,Lunes,310,356,333
20/04,Martes,318,366,342
21/04,Miércoles,332,382,357
22/04,Jueves,363,417,390
23/04,Viernes,352,404,378
26/04,Lunes,346,398,372
27/04,Martes,401,461,431
28/04,Miércoles,392,450,421
29/04,Jueves,405,465,435
30/04,Viernes,375,431,403
3/05,Lunes,401,461,431
4/05,Martes,439,505,472
5/05,Miércoles,455,523,489
6/05,Jueves,419,483,451
7/05,Viernes,438,504,471
10/05,Lunes,451,519,485
11/05,Martes,453,521,487
12/05,Miércoles,458,526,492
13/05,Jueves,481,553,517
14/05,Viernes,481,553,517
17/05,Lunes,483,555,519
18/05,Martes,516,594,555
19/05,Miércoles,503,579,541
20/05,Jueves,477,549,513
