0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/08,Lunes,147,169,158
31/08,Martes,151,173,162
1/09,Miércoles,140,161,150
2/09,Jueves,140,162,151
3/09,Viernes,145,167,156
6/09,Lunes,142,164,153
7/09,Martes,149,171,160
8/09,Miércoles,157,181,169
9/09,Jueves,155,179,167
10/09,Viernes,147,169,158
13/09,Lunes,141,163,152
14/09,Martes,143,165,154
15/09,Miércoles,143,165,154
16/09,Jueves,159,183,171
17/09,Viernes,153,177,165
20/09,Lunes,158,182,170
21/09,Martes,157,181,169
22/09,Miércoles,175,201,188
23/09,Jueves,167,193,180
24/09,Viernes,177,203,190
27/09,Lunes,182,210,196
28/09,Martes,183,211,197
29/09,Miércoles,189,217,203
30/09,Jueves,185,213,199
