0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/05,Jueves,385,443,414
7/05,Viernes,399,459,429
10/05,Lunes,437,503,470
11/05,Martes,425,489,457
12/05,Miércoles,433,499,466
13/05,Jueves,460,530,495
14/05,Viernes,455,523,489
17/05,Lunes,453,521,487
18/05,Martes,476,548,512
19/05,Miércoles,526,606,566
20/05,Jueves,524,602,563
21/05,Viernes,488,562,525
24/05,Lunes,467,537,502
25/05,Martes,458,526,492
26/05,Miércoles,452,520,486
27/05,Jueves,451,519,485
28/05,Viernes,431,495,463
31/05,Lunes,392,450,421
1/06,Martes,382,440,411
2/06,Miércoles,412,474,443
3/06,Jueves,423,487,455
4/06,Viernes,442,508,475
7/06,Lunes,483,555,519
8/06,Martes,468,538,503
