0,1,2,3,4
Fecha,Día,Min,Máx,Precio
22/04,Jueves,237,273,255
23/04,Viernes,237,273,255
26/04,Lunes,226,260,243
27/04,Martes,206,236,221
28/04,Miércoles,201,231,216
29/04,Jueves,217,249,233
30/04,Viernes,222,256,239
3/05,Lunes,232,266,249
4/05,Martes,253,291,272
5/05,Miércoles,246,282,264
6/05,Jueves,242,278,260
7/05,Viernes,280,322,301
10/05,Lunes,273,315,294
11/05,Martes,283,325,304
12/05,Miércoles,261,301,281
13/05,Jueves,280,322,301
14/05,Viernes,306,352,329
17/05,Lunes,317,365,341
18/05,Martes,293,337,315
19/05,Miércoles,306,352,329
20/05,Jueves,315,363,339
21/05,Viernes,317,365,341
24/05,Lunes,321,369,345
25/05,Martes,338,388,363
