0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/09,Lunes,156,180,168
14/09,Martes,157,181,169
15/09,Miércoles,158,182,170
16/09,Jueves,133,153,143
17/09,Viernes,126,144,135
20/09,Lunes,138,158,148
21/09,Martes,137,157,147
22/09,Miércoles,159,183,171
23/09,Jueves,161,185,173
24/09,Viernes,169,195,182
27/09,Lunes,174,200,187
28/09,Martes,166,192,179
29/09,Miércoles,166,190,178
30/09,Jueves,165,189,177
1/10,Viernes,173,199,186
4/10,Lunes,163,187,175
5/10,Martes,166,192,179
6/10,Miércoles,154,178,166
7/10,Jueves,155,179,167
8/10,Viernes,161,185,173
11/10,Lunes,157,181,169
12/10,Martes,165,189,177
13/10,Miércoles,173,199,186
14/10,Jueves,171,197,184
