0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/10,Lunes,151,173,162
5/10,Martes,155,179,167
6/10,Miércoles,151,173,162
7/10,Jueves,145,167,156
8/10,Viernes,145,167,156
11/10,Lunes,144,166,155
12/10,Martes,134,154,144
13/10,Miércoles,136,156,146
14/10,Jueves,148,170,159
15/10,Viernes,140,161,150
18/10,Lunes,125,143,134
19/10,Martes,121,139,130
20/10,Miércoles,122,140,131
21/10,Jueves,118,136,127
22/10,Viernes,115,133,124
25/10,Lunes,119,137,128
26/10,Martes,122,140,131
27/10,Miércoles,119,137,128
28/10,Jueves,122,140,131
29/10,Viernes,125,143,134
1/11,Lunes,120,138,129
2/11,Martes,121,139,130
3/11,Miércoles,122,140,131
4/11,Jueves,102,118,110
