0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/07,Viernes,122,140,131
5/07,Lunes,122,140,131
6/07,Martes,127,147,137
7/07,Miércoles,132,152,142
8/07,Jueves,139,159,149
9/07,Viernes,140,162,151
12/07,Lunes,131,151,141
13/07,Martes,137,157,147
14/07,Miércoles,148,170,159
15/07,Jueves,141,163,152
16/07,Viernes,119,137,128
19/07,Lunes,121,139,130
20/07,Martes,118,136,127
21/07,Miércoles,111,127,119
22/07,Jueves,111,127,119
23/07,Viernes,105,121,113
26/07,Lunes,102,118,110
27/07,Martes,108,124,116
28/07,Miércoles,114,132,123
29/07,Jueves,113,131,122
30/07,Viernes,110,126,118
2/08,Lunes,107,123,115
3/08,Martes,114,132,123
4/08,Miércoles,113,131,122
