0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/10,Martes,158,182,170
13/10,Miércoles,162,186,174
14/10,Jueves,159,183,171
15/10,Viernes,159,183,171
18/10,Lunes,164,188,176
19/10,Martes,169,195,182
20/10,Miércoles,166,192,179
21/10,Jueves,168,194,181
22/10,Viernes,171,197,184
25/10,Lunes,186,214,200
26/10,Martes,197,227,212
27/10,Miércoles,203,233,218
28/10,Jueves,196,226,211
29/10,Viernes,189,217,203
1/11,Lunes,189,217,203
2/11,Martes,187,215,201
3/11,Miércoles,174,200,187
4/11,Jueves,177,203,190
5/11,Viernes,193,221,207
8/11,Lunes,182,210,196
9/11,Martes,163,187,175
10/11,Miércoles,157,181,169
11/11,Jueves,159,183,171
12/11,Viernes,154,178,166
