0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/05,Jueves,294,338,316
7/05,Viernes,322,370,346
10/05,Lunes,312,360,336
11/05,Martes,319,367,343
12/05,Miércoles,339,389,364
13/05,Jueves,334,384,359
14/05,Viernes,332,382,357
17/05,Lunes,349,401,375
18/05,Martes,385,443,414
19/05,Miércoles,383,441,412
20/05,Jueves,357,411,384
21/05,Viernes,341,393,367
24/05,Lunes,335,385,360
25/05,Martes,331,381,356
26/05,Miércoles,331,381,356
27/05,Jueves,316,364,340
28/05,Viernes,287,331,309
31/05,Lunes,280,322,301
1/06,Martes,302,348,325
2/06,Miércoles,311,357,334
3/06,Jueves,324,372,348
4/06,Viernes,353,407,380
7/06,Lunes,342,394,368
8/06,Martes,337,387,362
