0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/06,Viernes,153,175,164
14/06,Lunes,164,188,176
15/06,Martes,163,187,175
16/06,Miércoles,150,172,161
17/06,Jueves,153,175,164
18/06,Viernes,148,170,159
21/06,Lunes,137,157,147
22/06,Martes,141,163,152
23/06,Miércoles,145,167,156
24/06,Jueves,141,163,152
25/06,Viernes,156,180,168
28/06,Lunes,163,187,175
29/06,Martes,151,173,162
30/06,Miércoles,138,158,148
1/07,Jueves,134,154,144
2/07,Viernes,145,167,156
5/07,Lunes,144,166,155
6/07,Martes,167,193,180
7/07,Miércoles,141,163,152
8/07,Jueves,133,153,143
9/07,Viernes,113,131,122
12/07,Lunes,128,148,138
13/07,Martes,108,124,116
14/07,Miércoles,113,129,121
