0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/04,Miércoles,254,292,273
29/04,Jueves,281,323,302
30/04,Viernes,279,321,300
3/05,Lunes,260,300,280
4/05,Martes,249,287,268
5/05,Miércoles,245,281,263
6/05,Jueves,242,278,260
7/05,Viernes,242,278,260
10/05,Lunes,231,265,248
11/05,Martes,210,242,226
12/05,Miércoles,205,235,220
13/05,Jueves,220,254,237
14/05,Viernes,226,260,243
17/05,Lunes,236,272,254
18/05,Martes,259,297,278
19/05,Miércoles,250,288,269
20/05,Jueves,246,284,265
21/05,Viernes,286,328,307
24/05,Lunes,279,321,300
25/05,Martes,288,332,310
26/05,Miércoles,267,307,287
27/05,Jueves,286,328,307
28/05,Viernes,312,360,336
31/05,Lunes,324,372,348
