0,1,2,3,4
Fecha,Día,Min,Máx,Precio
5/10,Martes,153,177,165
6/10,Miércoles,155,179,167
7/10,Jueves,158,182,170
8/10,Viernes,171,197,184
11/10,Lunes,181,209,195
12/10,Martes,187,215,201
13/10,Miércoles,181,209,195
14/10,Jueves,175,201,188
15/10,Viernes,175,201,188
18/10,Lunes,174,200,187
19/10,Martes,162,186,174
20/10,Miércoles,165,189,177
21/10,Jueves,179,207,193
22/10,Viernes,170,196,183
25/10,Lunes,152,174,163
26/10,Martes,147,169,158
27/10,Miércoles,148,170,159
28/10,Jueves,143,165,154
29/10,Viernes,140,162,151
1/11,Lunes,145,167,156
2/11,Martes,148,170,159
3/11,Miércoles,145,167,156
4/11,Jueves,149,171,160
5/11,Viernes,153,175,164
