0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/07,Viernes,118,136,127
12/07,Lunes,117,135,126
13/07,Martes,118,136,127
14/07,Miércoles,113,129,121
15/07,Jueves,116,134,125
16/07,Viernes,119,137,128
19/07,Lunes,119,137,128
20/07,Martes,113,131,122
21/07,Miércoles,113,131,122
22/07,Jueves,119,137,128
23/07,Viernes,124,142,133
26/07,Lunes,129,149,139
27/07,Martes,131,151,141
28/07,Miércoles,122,140,131
29/07,Jueves,126,146,136
30/07,Viernes,137,157,147
2/08,Lunes,131,151,141
3/08,Martes,110,126,118
4/08,Miércoles,112,128,120
5/08,Jueves,109,125,117
6/08,Viernes,102,118,110
9/08,Lunes,102,118,110
10/08,Martes,97,111,104
11/08,Miércoles,94,108,101
