0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/04,Lunes,207,239,223
27/04,Martes,193,223,208
28/04,Miércoles,185,213,199
29/04,Jueves,181,209,195
30/04,Viernes,179,207,193
3/05,Lunes,179,207,193
4/05,Martes,171,197,184
5/05,Miércoles,155,179,167
6/05,Jueves,152,174,163
7/05,Viernes,164,188,176
10/05,Lunes,168,194,181
11/05,Martes,176,202,189
12/05,Miércoles,193,221,207
13/05,Jueves,187,215,201
14/05,Viernes,184,212,198
17/05,Lunes,213,245,229
18/05,Martes,208,240,224
19/05,Miércoles,215,247,231
20/05,Jueves,199,229,214
21/05,Viernes,213,245,229
24/05,Lunes,233,269,251
25/05,Martes,242,278,260
26/05,Miércoles,223,257,240
27/05,Jueves,233,269,251
