0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/09,Jueves,178,204,191
3/09,Viernes,182,210,196
6/09,Lunes,175,201,188
7/09,Martes,174,200,187
8/09,Miércoles,173,199,186
9/09,Jueves,181,209,195
10/09,Viernes,171,197,184
13/09,Lunes,176,202,189
14/09,Martes,163,187,175
15/09,Miércoles,164,188,176
16/09,Jueves,169,195,182
17/09,Viernes,166,190,178
20/09,Lunes,173,199,186
21/09,Martes,182,210,196
22/09,Miércoles,180,208,194
23/09,Jueves,171,197,184
24/09,Viernes,165,189,177
27/09,Lunes,166,192,179
28/09,Martes,166,190,178
29/09,Miércoles,184,212,198
30/09,Jueves,179,205,192
1/10,Viernes,184,212,198
4/10,Lunes,183,211,197
5/10,Martes,204,234,219
