0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/05,Miércoles,169,195,182
27/05,Jueves,196,226,211
28/05,Viernes,166,190,178
31/05,Lunes,155,179,167
1/06,Martes,133,153,143
2/06,Miércoles,151,173,162
3/06,Jueves,126,146,136
4/06,Viernes,132,152,142
7/06,Lunes,126,144,135
8/06,Martes,125,143,134
9/06,Miércoles,114,132,123
10/06,Jueves,117,135,126
11/06,Viernes,120,138,129
14/06,Lunes,100,116,108
15/06,Martes,106,122,114
16/06,Miércoles,99,113,106
17/06,Jueves,110,126,118
18/06,Viernes,111,127,119
21/06,Lunes,108,124,116
22/06,Martes,107,123,115
23/06,Miércoles,124,142,133
24/06,Jueves,128,148,138
25/06,Viernes,140,162,151
28/06,Lunes,137,157,147
