0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/06,Viernes,129,149,139
28/06,Lunes,124,142,133
29/06,Martes,104,120,112
30/06,Miércoles,106,122,114
1/07,Jueves,103,119,111
2/07,Viernes,97,111,104
5/07,Lunes,97,111,104
6/07,Martes,92,106,99
7/07,Miércoles,89,103,96
8/07,Jueves,94,108,101
9/07,Viernes,100,114,107
12/07,Lunes,99,113,106
13/07,Martes,96,110,103
14/07,Miércoles,93,107,100
15/07,Jueves,100,114,107
16/07,Viernes,99,113,106
19/07,Lunes,90,104,97
20/07,Martes,92,106,99
21/07,Miércoles,89,103,96
22/07,Jueves,83,95,89
23/07,Viernes,86,98,92
26/07,Lunes,87,101,94
27/07,Martes,85,97,91
28/07,Miércoles,93,107,100
