0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/06,Jueves,172,198,185
11/06,Viernes,171,197,184
14/06,Lunes,157,181,169
15/06,Martes,160,184,172
16/06,Miércoles,154,178,166
17/06,Jueves,142,164,153
18/06,Viernes,147,169,158
21/06,Lunes,151,173,162
22/06,Martes,147,169,158
23/06,Miércoles,162,186,174
24/06,Jueves,168,194,181
25/06,Viernes,155,179,167
28/06,Lunes,142,164,153
29/06,Martes,139,159,149
30/06,Miércoles,150,172,161
1/07,Jueves,149,171,160
2/07,Viernes,173,199,186
5/07,Lunes,146,168,157
6/07,Martes,137,157,147
7/07,Miércoles,117,135,126
8/07,Jueves,132,152,142
9/07,Viernes,111,127,119
12/07,Lunes,115,133,124
13/07,Martes,110,126,118
