0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/07,Martes,122,140,131
7/07,Miércoles,126,144,135
8/07,Jueves,128,148,138
9/07,Viernes,128,148,138
12/07,Lunes,122,140,131
13/07,Martes,122,140,131
14/07,Miércoles,127,147,137
15/07,Jueves,132,152,142
16/07,Viernes,139,159,149
19/07,Lunes,140,162,151
20/07,Martes,131,151,141
21/07,Miércoles,137,157,147
22/07,Jueves,148,170,159
23/07,Viernes,141,163,152
26/07,Lunes,119,137,128
27/07,Martes,121,139,130
28/07,Miércoles,118,136,127
29/07,Jueves,111,127,119
30/07,Viernes,111,127,119
2/08,Lunes,105,121,113
3/08,Martes,102,118,110
4/08,Miércoles,108,124,116
5/08,Jueves,114,132,123
6/08,Viernes,113,131,122
