0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/09,Viernes,178,204,191
6/09,Lunes,182,210,196
7/09,Martes,175,201,188
8/09,Miércoles,174,200,187
9/09,Jueves,173,199,186
10/09,Viernes,181,209,195
13/09,Lunes,171,197,184
14/09,Martes,176,202,189
15/09,Miércoles,163,187,175
16/09,Jueves,164,188,176
17/09,Viernes,169,195,182
20/09,Lunes,166,190,178
21/09,Martes,173,199,186
22/09,Miércoles,182,210,196
23/09,Jueves,180,208,194
24/09,Viernes,171,197,184
27/09,Lunes,165,189,177
28/09,Martes,166,192,179
29/09,Miércoles,166,190,178
30/09,Jueves,184,212,198
1/10,Viernes,179,205,192
4/10,Lunes,184,212,198
5/10,Martes,183,211,197
6/10,Miércoles,204,234,219
