0,1,2,3,4
Fecha,Día,Min,Máx,Precio
24/05,Lunes,125,143,134
25/05,Martes,107,123,115
26/05,Miércoles,121,139,130
27/05,Jueves,101,117,109
28/05,Viernes,106,122,114
31/05,Lunes,100,116,108
1/06,Martes,100,114,107
2/06,Miércoles,91,105,98
3/06,Jueves,94,108,101
4/06,Viernes,97,111,104
7/06,Lunes,81,93,87
8/06,Martes,85,97,91
9/06,Miércoles,78,90,84
10/06,Jueves,87,101,94
11/06,Viernes,88,102,95
14/06,Lunes,86,100,93
15/06,Martes,86,98,92
16/06,Miércoles,100,114,107
17/06,Jueves,103,119,111
18/06,Viernes,113,131,122
21/06,Lunes,111,127,119
22/06,Martes,113,129,121
23/06,Miércoles,120,138,129
24/06,Jueves,118,136,127
