0,1,2,3,4
Fecha,Día,Min,Máx,Precio
5/07,Lunes,140,161,150
6/07,Martes,143,165,154
7/07,Miércoles,142,164,153
8/07,Jueves,136,156,146
9/07,Viernes,136,156,146
12/07,Lunes,142,164,153
13/07,Martes,148,170,159
14/07,Miércoles,154,178,166
15/07,Jueves,156,180,168
16/07,Viernes,145,167,156
19/07,Lunes,152,174,163
20/07,Martes,164,188,176
21/07,Miércoles,157,181,169
22/07,Jueves,132,152,142
23/07,Viernes,134,154,144
26/07,Lunes,131,151,141
27/07,Martes,123,141,132
28/07,Miércoles,123,141,132
29/07,Jueves,116,134,125
30/07,Viernes,113,131,122
2/08,Lunes,119,137,128
3/08,Martes,126,144,135
4/08,Miércoles,125,143,134
5/08,Jueves,121,139,130
