0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/07,Martes,125,143,134
14/07,Miércoles,124,142,133
15/07,Jueves,126,144,135
16/07,Viernes,121,139,130
19/07,Lunes,120,138,129
20/07,Martes,121,139,130
21/07,Miércoles,115,133,124
22/07,Jueves,119,137,128
23/07,Viernes,122,140,131
26/07,Lunes,122,140,131
27/07,Martes,116,134,125
28/07,Miércoles,116,134,125
29/07,Jueves,122,140,131
30/07,Viernes,126,146,136
2/08,Lunes,132,152,142
3/08,Martes,134,154,144
4/08,Miércoles,125,143,134
5/08,Jueves,130,150,140
6/08,Viernes,140,162,151
9/08,Lunes,135,155,145
10/08,Martes,113,131,122
11/08,Miércoles,115,133,124
12/08,Jueves,113,129,121
13/08,Viernes,105,121,113
