0,1,2,3,4
Fecha,Día,Min,Máx,Precio
19/07,Lunes,113,129,121
20/07,Martes,113,129,121
21/07,Miércoles,111,127,119
22/07,Jueves,110,126,118
23/07,Viernes,110,126,118
26/07,Lunes,110,126,118
27/07,Martes,112,128,120
28/07,Miércoles,107,123,115
29/07,Jueves,106,122,114
30/07,Viernes,107,123,115
2/08,Lunes,101,117,109
3/08,Martes,105,121,113
4/08,Miércoles,108,124,116
5/08,Jueves,108,124,116
6/08,Viernes,102,118,110
9/08,Lunes,102,118,110
10/08,Martes,107,123,115
11/08,Miércoles,111,127,119
12/08,Jueves,116,134,125
13/08,Viernes,118,136,127
16/08,Lunes,110,126,118
17/08,Martes,114,132,123
18/08,Miércoles,124,142,133
19/08,Jueves,118,136,127
