0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/05,Martes,300,346,323
5/05,Miércoles,292,336,314
6/05,Jueves,298,342,320
7/05,Viernes,316,364,340
10/05,Lunes,312,360,336
11/05,Martes,311,357,334
12/05,Miércoles,326,376,351
13/05,Jueves,361,415,388
14/05,Viernes,359,413,386
17/05,Lunes,335,385,360
18/05,Martes,320,368,344
19/05,Miércoles,313,361,337
20/05,Jueves,310,356,333
21/05,Viernes,310,356,333
24/05,Lunes,296,340,318
25/05,Martes,269,309,289
26/05,Miércoles,262,302,282
27/05,Jueves,283,325,304
28/05,Viernes,290,334,312
31/05,Lunes,302,348,325
1/06,Martes,330,380,355
2/06,Miércoles,320,368,344
3/06,Jueves,315,363,339
4/06,Viernes,365,421,393
