0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/07,Lunes,120,138,129
27/07,Martes,122,140,131
28/07,Miércoles,126,144,135
29/07,Jueves,129,149,139
30/07,Viernes,141,163,152
2/08,Lunes,134,154,144
3/08,Martes,127,147,137
4/08,Miércoles,126,146,136
5/08,Jueves,126,144,135
6/08,Viernes,121,139,130
9/08,Lunes,116,134,125
10/08,Martes,116,134,125
11/08,Miércoles,114,132,123
12/08,Jueves,113,131,122
13/08,Viernes,113,131,122
16/08,Lunes,113,131,122
17/08,Martes,115,133,124
18/08,Miércoles,111,127,119
19/08,Jueves,110,126,118
20/08,Viernes,111,127,119
23/08,Lunes,105,121,113
24/08,Martes,109,125,117
25/08,Miércoles,112,128,120
26/08,Jueves,112,128,120
