0,1,2,3,4
Fecha,Día,Min,Máx,Precio
16/07,Viernes,122,140,131
19/07,Lunes,120,138,129
20/07,Martes,119,137,128
21/07,Miércoles,119,137,128
22/07,Jueves,118,136,127
23/07,Viernes,120,138,129
26/07,Lunes,115,133,124
27/07,Martes,114,132,123
28/07,Miércoles,115,133,124
29/07,Jueves,110,126,118
30/07,Viernes,113,131,122
2/08,Lunes,116,134,125
3/08,Martes,116,134,125
4/08,Miércoles,111,127,119
5/08,Jueves,111,127,119
6/08,Viernes,116,134,125
9/08,Lunes,121,139,130
10/08,Martes,126,146,136
11/08,Miércoles,128,148,138
12/08,Jueves,119,137,128
13/08,Viernes,124,142,133
16/08,Lunes,134,154,144
17/08,Martes,128,148,138
18/08,Miércoles,108,124,116
