0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/09,Jueves,629,723,676
3/09,Viernes,632,728,680
6/09,Lunes,606,698,652
7/09,Martes,618,712,665
8/09,Miércoles,629,723,676
9/09,Jueves,659,759,709
10/09,Viernes,615,707,661
13/09,Lunes,628,722,675
14/09,Martes,590,678,634
15/09,Miércoles,595,685,640
16/09,Jueves,591,681,636
17/09,Viernes,577,663,620
20/09,Lunes,606,698,652
21/09,Martes,632,728,680
22/09,Miércoles,626,720,673
23/09,Jueves,593,683,638
24/09,Viernes,568,654,611
27/09,Lunes,578,664,621
28/09,Martes,611,703,657
29/09,Miércoles,660,760,710
30/09,Jueves,644,740,692
1/10,Viernes,675,777,726
4/10,Lunes,676,778,727
5/10,Martes,720,828,774
