0,1,2,3,4
Fecha,Día,Min,Máx,Precio
22/04,Jueves,818,942,880
23/04,Viernes,865,995,930
26/04,Lunes,792,912,852
27/04,Martes,778,896,837
28/04,Miércoles,698,803,750
29/04,Jueves,809,931,870
30/04,Viernes,860,990,925
3/05,Lunes,939,1081,1010
4/05,Martes,1044,1202,1123
5/05,Miércoles,1016,1170,1093
6/05,Jueves,1043,1199,1121
7/05,Viernes,1110,1278,1194
10/05,Lunes,1089,1253,1171
11/05,Martes,1137,1309,1223
12/05,Miércoles,1058,1218,1138
13/05,Jueves,1083,1247,1165
14/05,Viernes,1250,1438,1344
17/05,Lunes,1320,1518,1419
18/05,Martes,1207,1389,1298
19/05,Miércoles,1261,1451,1356
20/05,Jueves,1296,1492,1394
21/05,Viernes,1335,1535,1435
24/05,Lunes,1354,1558,1456
25/05,Martes,1412,1624,1518
