0,1,2,3,4
Fecha,Día,Min,Máx,Precio
1/09,Miércoles,565,649,607
2/09,Jueves,576,662,619
3/09,Viernes,585,673,629
6/09,Lunes,614,706,660
7/09,Martes,572,658,615
8/09,Miércoles,584,672,628
9/09,Jueves,549,631,590
10/09,Viernes,553,637,595
13/09,Lunes,551,633,592
14/09,Martes,537,617,577
15/09,Miércoles,565,649,607
16/09,Jueves,589,677,633
17/09,Viernes,583,671,627
20/09,Lunes,552,636,594
21/09,Martes,529,609,569
22/09,Miércoles,538,618,578
23/09,Jueves,568,654,611
24/09,Viernes,615,707,661
27/09,Lunes,599,689,644
28/09,Martes,628,722,675
29/09,Miércoles,629,723,676
30/09,Jueves,670,770,720
1/10,Viernes,637,733,685
4/10,Lunes,669,769,719
