0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/05,Viernes,631,727,679
24/05,Lunes,644,742,693
25/05,Martes,590,678,634
26/05,Miércoles,590,678,634
27/05,Jueves,531,611,571
28/05,Viernes,550,632,591
31/05,Lunes,559,643,601
1/06,Martes,470,540,505
2/06,Miércoles,545,627,586
3/06,Jueves,504,580,542
4/06,Viernes,514,592,553
7/06,Lunes,537,617,577
8/06,Martes,477,549,513
9/06,Miércoles,495,569,532
10/06,Jueves,574,660,617
11/06,Viernes,538,618,578
14/06,Lunes,561,645,603
15/06,Martes,542,624,583
16/06,Miércoles,548,630,589
17/06,Jueves,619,713,666
18/06,Viernes,599,689,644
21/06,Lunes,612,704,658
22/06,Martes,642,738,690
23/06,Miércoles,718,826,772
