0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/10,Miércoles,575,661,618
14/10,Jueves,547,629,588
15/10,Viernes,564,648,606
18/10,Lunes,550,632,591
19/10,Martes,545,627,586
20/10,Miércoles,565,651,608
21/10,Jueves,611,703,657
22/10,Viernes,589,677,633
25/10,Lunes,609,701,655
26/10,Martes,619,713,666
27/10,Miércoles,670,770,720
28/10,Jueves,694,798,746
29/10,Viernes,710,816,763
1/11,Lunes,689,793,741
2/11,Martes,668,768,718
3/11,Miércoles,650,748,699
4/11,Jueves,656,754,705
5/11,Viernes,609,701,655
8/11,Lunes,615,707,661
9/11,Martes,668,768,718
10/11,Miércoles,622,716,669
11/11,Jueves,552,636,594
12/11,Viernes,533,613,573
15/11,Lunes,541,623,582
