0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/05,Lunes,1047,1205,1126
4/05,Martes,1013,1165,1089
5/05,Miércoles,1035,1191,1113
6/05,Jueves,1085,1249,1167
7/05,Viernes,1214,1396,1305
10/05,Lunes,1193,1373,1283
11/05,Martes,1097,1263,1180
12/05,Miércoles,1079,1241,1160
13/05,Jueves,1012,1164,1088
14/05,Viernes,977,1125,1051
17/05,Lunes,1032,1188,1110
18/05,Martes,945,1087,1016
19/05,Miércoles,928,1068,998
20/05,Jueves,832,958,895
21/05,Viernes,965,1111,1038
24/05,Lunes,1027,1181,1104
25/05,Martes,1121,1289,1205
26/05,Miércoles,1246,1434,1340
27/05,Jueves,1213,1395,1304
28/05,Viernes,1244,1432,1338
31/05,Lunes,1325,1525,1425
1/06,Martes,1300,1496,1398
2/06,Miércoles,1358,1562,1460
3/06,Jueves,1264,1454,1359
