0,1,2,3,4
Fecha,Día,Min,Máx,Precio
11/05,Martes,1355,1559,1457
12/05,Miércoles,1414,1626,1520
13/05,Jueves,1257,1447,1352
14/05,Viernes,1304,1500,1402
17/05,Lunes,1512,1740,1626
18/05,Martes,1417,1631,1524
19/05,Miércoles,1479,1701,1590
20/05,Jueves,1430,1646,1538
21/05,Viernes,1446,1664,1555
24/05,Lunes,1635,1881,1758
25/05,Martes,1581,1819,1700
26/05,Miércoles,1616,1860,1738
27/05,Jueves,1695,1951,1823
28/05,Viernes,1896,2182,2039
31/05,Lunes,1864,2144,2004
1/06,Martes,1713,1971,1842
2/06,Miércoles,1684,1938,1811
3/06,Jueves,1580,1818,1699
4/06,Viernes,1527,1757,1642
7/06,Lunes,1613,1855,1734
8/06,Martes,1477,1699,1588
9/06,Miércoles,1452,1670,1561
10/06,Jueves,1302,1498,1400
11/06,Viernes,1510,1738,1624
