0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/08,Viernes,641,737,689
23/08,Lunes,634,730,682
24/08,Martes,601,691,646
25/08,Miércoles,576,662,619
26/08,Jueves,585,673,629
27/08,Viernes,618,712,665
30/08,Lunes,669,769,719
31/08,Martes,652,750,701
1/09,Miércoles,684,786,735
2/09,Jueves,684,788,736
3/09,Viernes,729,839,784
6/09,Lunes,694,798,746
7/09,Martes,728,838,783
8/09,Miércoles,739,851,795
9/09,Jueves,744,856,800
10/09,Viernes,754,868,811
13/09,Lunes,747,859,803
14/09,Martes,771,887,829
15/09,Miércoles,745,857,801
16/09,Jueves,735,845,790
17/09,Viernes,754,868,811
20/09,Lunes,795,915,855
21/09,Martes,808,930,869
22/09,Miércoles,843,969,906
