0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/06,Lunes,531,611,571
15/06,Martes,565,649,607
16/06,Miércoles,565,649,607
17/06,Jueves,512,590,551
18/06,Viernes,518,596,557
21/06,Lunes,501,577,539
22/06,Martes,469,539,504
23/06,Miércoles,483,555,519
24/06,Jueves,487,561,524
25/06,Viernes,479,551,515
28/06,Lunes,509,585,547
29/06,Martes,517,595,556
30/06,Miércoles,489,563,526
1/07,Jueves,450,518,484
2/07,Viernes,442,508,475
5/07,Lunes,470,540,505
6/07,Martes,448,516,482
7/07,Miércoles,520,598,559
8/07,Jueves,457,525,491
9/07,Viernes,418,480,449
12/07,Lunes,352,404,378
13/07,Martes,407,469,438
14/07,Miércoles,342,394,368
15/07,Jueves,350,402,376
