0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/04,Viernes,792,912,852
3/05,Lunes,810,932,871
4/05,Martes,850,978,914
5/05,Miércoles,950,1094,1022
6/05,Jueves,935,1075,1005
7/05,Viernes,859,989,924
10/05,Lunes,845,973,909
11/05,Martes,793,913,853
12/05,Miércoles,766,882,824
13/05,Jueves,809,931,870
14/05,Viernes,741,853,797
17/05,Lunes,728,838,783
18/05,Martes,653,751,702
19/05,Miércoles,757,871,814
20/05,Jueves,805,927,866
21/05,Viernes,880,1012,946
24/05,Lunes,978,1126,1052
25/05,Martes,951,1095,1023
26/05,Miércoles,977,1124,1050
27/05,Jueves,1040,1196,1118
28/05,Viernes,1020,1174,1097
31/05,Lunes,1066,1226,1146
1/06,Martes,992,1142,1067
2/06,Miércoles,1016,1168,1092
