0,1,2,3,4
Fecha,Día,Min,Máx,Precio
7/06,Lunes,687,791,739
8/06,Martes,694,798,746
9/06,Miércoles,682,784,733
10/06,Jueves,724,832,778
11/06,Viernes,736,846,791
14/06,Lunes,696,800,748
15/06,Martes,640,736,688
16/06,Miércoles,628,722,675
17/06,Jueves,668,768,718
18/06,Viernes,637,733,685
21/06,Lunes,739,851,795
22/06,Martes,649,747,698
23/06,Miércoles,594,684,639
24/06,Jueves,500,576,538
25/06,Viernes,580,668,624
28/06,Lunes,487,561,524
29/06,Martes,498,572,535
30/06,Miércoles,455,523,489
1/07,Jueves,455,523,489
2/07,Viernes,409,471,440
5/07,Lunes,424,488,456
6/07,Martes,432,496,464
7/07,Miércoles,363,417,390
8/07,Jueves,420,484,452
