0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/07,Jueves,487,561,524
30/07,Viernes,516,594,555
2/08,Lunes,512,589,550
3/08,Martes,516,594,555
4/08,Miércoles,531,611,571
5/08,Jueves,546,628,587
6/08,Viernes,589,677,633
9/08,Lunes,565,651,608
10/08,Martes,535,615,575
11/08,Miércoles,538,618,578
12/08,Jueves,536,616,576
13/08,Viernes,515,593,554
16/08,Lunes,502,578,540
17/08,Martes,504,580,542
18/08,Miércoles,489,563,526
19/08,Jueves,472,542,507
20/08,Viernes,472,544,508
23/08,Lunes,466,536,501
24/08,Martes,479,551,515
25/08,Miércoles,461,531,496
26/08,Jueves,459,529,494
27/08,Viernes,466,536,501
30/08,Lunes,446,514,480
31/08,Martes,466,536,501
